Actual,Prediction,Up_probability,Confidence
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.51667136,0.51667136
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
0,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.51784706,0.51784706
1,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
0,1,0.5231338,0.5231338
0,1,0.51784706,0.51784706
0,1,0.5231338,0.5231338
0,1,0.51784706,0.51784706
1,1,0.5163939,0.5163939
0,1,0.5163939,0.5163939
1,1,0.51667136,0.51667136
1,1,0.5017936,0.5017936
1,1,0.5163939,0.5163939
0,1,0.5163939,0.5163939
0,1,0.51784706,0.51784706
0,1,0.5163939,0.5163939
1,1,0.51784706,0.51784706
0,1,0.5231338,0.5231338
1,1,0.51784706,0.51784706
0,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
0,0,0.49652693,0.50347304
1,1,0.5257788,0.5257788
1,1,0.508917,0.508917
1,0,0.49798173,0.5020183
0,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
0,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
0,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
0,1,0.5175565,0.5175565
0,1,0.51784706,0.51784706
0,1,0.5175565,0.5175565
0,1,0.51784706,0.51784706
1,1,0.5231338,0.5231338
0,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
0,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5175565,0.5175565
1,1,0.5257788,0.5257788
1,0,0.49790058,0.5020994
1,1,0.5175565,0.5175565
1,1,0.5175565,0.5175565
1,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,0,0.49652693,0.50347304
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5175565,0.5175565
1,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.51784706,0.51784706
1,1,0.5257788,0.5257788
1,1,0.5175565,0.5175565
1,1,0.5257788,0.5257788
1,1,0.51784706,0.51784706
1,1,0.51784706,0.51784706
1,1,0.51784706,0.51784706
1,1,0.5163939,0.5163939
0,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.51784706,0.51784706
1,1,0.51784706,0.51784706
1,1,0.51784706,0.51784706
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.51667136,0.51667136
1,1,0.5231338,0.5231338
0,1,0.5062035,0.5062035
1,1,0.508917,0.508917
1,1,0.5257788,0.5257788
1,1,0.51784706,0.51784706
1,1,0.5163939,0.5163939
0,1,0.5132422,0.5132422
0,1,0.5257788,0.5257788
1,1,0.51081145,0.51081145
0,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
0,1,0.5231338,0.5231338
0,1,0.5163939,0.5163939
1,1,0.51784706,0.51784706
1,1,0.51784706,0.51784706
1,1,0.5163939,0.5163939
0,1,0.5175565,0.5175565
0,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
0,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
0,1,0.5163939,0.5163939
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5163939,0.5163939
0,1,0.5163939,0.5163939
0,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
0,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
0,1,0.5163939,0.5163939
0,1,0.5163939,0.5163939
0,1,0.5257788,0.5257788
1,1,0.51784706,0.51784706
0,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.51784706,0.51784706
1,1,0.5257788,0.5257788
1,1,0.55158925,0.55158925
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
0,1,0.5434259,0.5434259
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.51784706,0.51784706
1,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
0,1,0.51784706,0.51784706
0,1,0.5257788,0.5257788
1,1,0.51081145,0.51081145
1,1,0.5163939,0.5163939
0,1,0.51784706,0.51784706
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
0,1,0.5231338,0.5231338
0,1,0.5163939,0.5163939
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.51784706,0.51784706
0,1,0.5175565,0.5175565
1,1,0.5257788,0.5257788
1,1,0.51081145,0.51081145
1,1,0.51081145,0.51081145
0,1,0.5163939,0.5163939
0,1,0.5257788,0.5257788
0,1,0.5219633,0.5219633
1,1,0.51178825,0.51178825
1,1,0.5231338,0.5231338
0,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.51784706,0.51784706
0,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
0,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
1,1,0.51784706,0.51784706
1,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
1,1,0.508917,0.508917
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
0,1,0.51784706,0.51784706
1,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
0,1,0.51178825,0.51178825
1,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
0,1,0.51081145,0.51081145
1,0,0.4919183,0.5080817
0,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
1,1,0.51784706,0.51784706
1,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.51784706,0.51784706
0,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
0,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
0,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
1,1,0.5301016,0.5301016
1,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
0,1,0.5163939,0.5163939
1,0,0.49762288,0.50237715
1,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
0,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
0,1,0.531157,0.531157
1,1,0.51784706,0.51784706
1,1,0.5257788,0.5257788
0,1,0.51081145,0.51081145
1,1,0.5231338,0.5231338
0,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
0,1,0.5231338,0.5231338
0,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
0,1,0.51784706,0.51784706
0,1,0.51081145,0.51081145
1,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
0,1,0.5231338,0.5231338
0,1,0.5231338,0.5231338
0,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
0,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
1,1,0.5175565,0.5175565
0,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,0,0.49652693,0.50347304
1,1,0.5257788,0.5257788
0,1,0.51081145,0.51081145
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.51784706,0.51784706
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,0,0.49652693,0.50347304
1,1,0.5257788,0.5257788
0,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5175565,0.5175565
0,1,0.5231338,0.5231338
0,1,0.51784706,0.51784706
0,1,0.51784706,0.51784706
0,1,0.5163939,0.5163939
0,1,0.51784706,0.51784706
0,1,0.5231338,0.5231338
0,1,0.51784706,0.51784706
0,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
0,1,0.5231338,0.5231338
0,1,0.51784706,0.51784706
0,1,0.51784706,0.51784706
1,1,0.5175565,0.5175565
0,1,0.51784706,0.51784706
1,1,0.5163939,0.5163939
0,1,0.51784706,0.51784706
0,1,0.5163939,0.5163939
1,1,0.51784706,0.51784706
1,1,0.5231338,0.5231338
0,1,0.51784706,0.51784706
0,1,0.5231338,0.5231338
0,1,0.5163939,0.5163939
0,1,0.51784706,0.51784706
0,1,0.51784706,0.51784706
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
0,1,0.53940815,0.53940815
0,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,0,0.49652693,0.50347304
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5175565,0.5175565
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5175565,0.5175565
0,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5122655,0.5122655
0,1,0.5231338,0.5231338
0,1,0.5163939,0.5163939
0,1,0.5175565,0.5175565
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5175565,0.5175565
0,1,0.508917,0.508917
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5175565,0.5175565
0,1,0.5163939,0.5163939
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.51784706,0.51784706
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.508917,0.508917
0,1,0.51784706,0.51784706
0,0,0.4919183,0.5080817
0,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
0,1,0.5163939,0.5163939
0,1,0.508917,0.508917
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.531157,0.531157
1,1,0.51784706,0.51784706
1,1,0.5231338,0.5231338
0,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5163939,0.5163939
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.51667136,0.51667136
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.51784706,0.51784706
1,1,0.5257788,0.5257788
1,1,0.5489648,0.5489648
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.51784706,0.51784706
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5163939,0.5163939
1,1,0.5175565,0.5175565
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.55158925,0.55158925
1,1,0.5257788,0.5257788
1,1,0.531157,0.531157
1,1,0.53940815,0.53940815
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5301016,0.5301016
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.55158925,0.55158925
0,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.51784706,0.51784706
0,1,0.5231338,0.5231338
0,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
0,1,0.5231338,0.5231338
0,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
0,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.508917,0.508917
1,1,0.5163939,0.5163939
0,1,0.5163939,0.5163939
1,1,0.51784706,0.51784706
1,1,0.5257788,0.5257788
1,1,0.51178825,0.51178825
0,1,0.5064026,0.5064026
0,1,0.5163939,0.5163939
0,1,0.51784706,0.51784706
1,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
0,1,0.5163939,0.5163939
0,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5070155,0.5070155
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
0,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
0,1,0.5064026,0.5064026
1,1,0.51784706,0.51784706
1,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
1,1,0.5064026,0.5064026
1,1,0.531157,0.531157
1,1,0.5175565,0.5175565
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.508917,0.508917
1,1,0.5257788,0.5257788
1,1,0.508917,0.508917
1,1,0.5312115,0.5312115
1,1,0.5231338,0.5231338
1,1,0.5434259,0.5434259
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5434259,0.5434259
0,1,0.5231338,0.5231338
1,1,0.51784706,0.51784706
1,1,0.51667136,0.51667136
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
0,1,0.5163939,0.5163939
0,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
0,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.5064026,0.5064026
1,1,0.5257788,0.5257788
0,1,0.51667136,0.51667136
1,1,0.5231338,0.5231338
0,1,0.5163939,0.5163939
1,1,0.51784706,0.51784706
0,1,0.51784706,0.51784706
1,1,0.51784706,0.51784706
0,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.5257788,0.5257788
0,1,0.5175565,0.5175565
0,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,0,0.49762288,0.50237715
0,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
0,1,0.51784706,0.51784706
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
0,1,0.5257788,0.5257788
1,1,0.5064026,0.5064026
0,1,0.5231338,0.5231338
0,1,0.5231338,0.5231338
0,1,0.5231338,0.5231338
0,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
0,1,0.5231338,0.5231338
0,1,0.5064026,0.5064026
0,1,0.508917,0.508917
0,1,0.5122655,0.5122655
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.508917,0.508917
0,1,0.5163939,0.5163939
0,1,0.5301016,0.5301016
0,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.51784706,0.51784706
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5175565,0.5175565
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.51784706,0.51784706
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5175565,0.5175565
0,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.51784706,0.51784706
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.51784706,0.51784706
0,1,0.51784706,0.51784706
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
0,1,0.508917,0.508917
0,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.51784706,0.51784706
0,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5064026,0.5064026
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.508917,0.508917
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
0,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.51784706,0.51784706
1,1,0.51784706,0.51784706
1,1,0.51784706,0.51784706
1,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
1,1,0.51667136,0.51667136
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
1,1,0.5064026,0.5064026
1,1,0.5064026,0.5064026
1,1,0.5113518,0.5113518
1,1,0.5163939,0.5163939
1,1,0.5064026,0.5064026
1,1,0.51784706,0.51784706
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.51784706,0.51784706
1,1,0.5231338,0.5231338
1,1,0.51784706,0.51784706
1,1,0.51784706,0.51784706
1,1,0.508917,0.508917
1,1,0.51667136,0.51667136
1,1,0.508917,0.508917
1,1,0.51784706,0.51784706
1,1,0.5231338,0.5231338
1,1,0.508917,0.508917
1,1,0.51784706,0.51784706
1,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
1,1,0.51784706,0.51784706
1,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
0,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.5175565,0.5175565
1,1,0.5163939,0.5163939
0,1,0.5110891,0.5110891
0,1,0.51081145,0.51081145
0,1,0.5231338,0.5231338
1,1,0.51784706,0.51784706
1,1,0.508917,0.508917
0,1,0.5231338,0.5231338
0,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
0,1,0.51081145,0.51081145
0,1,0.5231338,0.5231338
1,1,0.51784706,0.51784706
1,1,0.508917,0.508917
1,1,0.5231338,0.5231338
0,1,0.51784706,0.51784706
0,1,0.5163939,0.5163939
0,1,0.51784706,0.51784706
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
0,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
0,1,0.5231338,0.5231338
0,1,0.5163939,0.5163939
0,1,0.51784706,0.51784706
0,1,0.51784706,0.51784706
1,1,0.51784706,0.51784706
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5175565,0.5175565
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
0,1,0.5231338,0.5231338
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
0,1,0.508917,0.508917
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5175565,0.5175565
0,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.5163939,0.5163939
1,1,0.51784706,0.51784706
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,0,0.49762288,0.50237715
1,1,0.51784706,0.51784706
1,1,0.5163939,0.5163939
1,1,0.51784706,0.51784706
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
0,1,0.5175565,0.5175565
1,0,0.49762288,0.50237715
1,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
0,1,0.5163939,0.5163939
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
1,1,0.5163939,0.5163939
1,1,0.5132422,0.5132422
1,1,0.5163939,0.5163939
1,1,0.5231338,0.5231338
1,1,0.5231338,0.5231338
0,1,0.5257788,0.5257788
1,1,0.5257788,0.5257788
1,1,0.51784706,0.51784706
0,1,0.5163939,0.5163939
